timestep	swarm_quality	color_0	color_1	color_2	color_3	color_4
0	0.70	35	3	4	6	2
1	0.70	35	3	4	6	2
2	0.70	35	3	4	6	2
3	0.70	35	3	4	6	2
4	0.70	35	3	4	6	2
5	0.70	35	3	4	6	2
6	0.70	35	3	4	6	2
7	0.70	35	3	4	6	2
8	0.70	35	3	4	6	2
9	0.70	35	3	4	6	2
10	0.70	35	3	4	6	2
11	0.70	35	3	4	6	2
12	0.70	35	3	4	6	2
13	0.70	35	3	4	6	2
14	0.70	35	3	4	6	2
15	0.70	35	3	4	6	2
16	0.70	35	3	4	6	2
17	0.70	35	3	4	6	2
18	0.70	35	3	4	6	2
19	0.70	35	3	4	6	2
20	0.70	35	3	4	6	2
21	0.70	35	3	4	6	2
22	0.70	35	3	4	6	2
23	0.70	35	3	4	6	2
24	0.70	35	3	4	6	2
25	0.70	35	3	4	6	2
26	0.70	35	3	4	6	2
27	0.70	35	3	4	6	2
28	0.70	35	3	4	6	2
29	0.70	35	3	4	6	2
30	0.70	35	3	4	6	2
31	0.70	35	3	4	6	2
32	0.70	35	3	4	6	2
33	0.70	35	3	4	6	2
34	0.70	35	3	4	6	2
35	0.72	36	3	4	5	2
36	0.74	37	3	3	5	2
37	0.76	38	3	3	4	2
38	0.78	39	3	3	3	2
39	0.80	40	3	2	3	2
40	0.82	41	2	2	3	2
41	0.84	42	1	2	3	2
42	0.86	43	1	2	2	2
43	0.88	44	1	2	1	2
44	0.90	45	0	2	1	2
45	0.92	46	0	2	0	2
46	0.94	47	0	2	0	1
47	0.96	48	0	1	0	1
48	0.98	49	0	0	0	1
49	1.00	50	0	0	0	0
50	1.00	50	0	0	0	0
51	1.00	50	0	0	0	0
52	1.00	50	0	0	0	0
53	1.00	50	0	0	0	0
54	1.00	50	0	0	0	0
55	1.00	50	0	0	0	0
56	1.00	50	0	0	0	0
57	1.00	50	0	0	0	0
58	1.00	50	0	0	0	0
59	1.00	50	0	0	0	0
60	1.00	50	0	0	0	0
61	1.00	50	0	0	0	0
62	1.00	50	0	0	0	0
63	1.00	50	0	0	0	0
64	1.00	50	0	0	0	0
65	1.00	50	0	0	0	0
66	1.00	50	0	0	0	0
67	1.00	50	0	0	0	0
68	1.00	50	0	0	0	0
69	1.00	50	0	0	0	0
70	1.00	50	0	0	0	0
71	1.00	50	0	0	0	0
72	1.00	50	0	0	0	0
73	1.00	50	0	0	0	0
74	1.00	50	0	0	0	0
75	1.00	50	0	0	0	0
76	1.00	50	0	0	0	0
77	1.00	50	0	0	0	0
78	1.00	50	0	0	0	0
79	1.00	50	0	0	0	0
80	1.00	50	0	0	0	0
81	1.00	50	0	0	0	0
82	1.00	50	0	0	0	0
83	1.00	50	0	0	0	0
84	1.00	50	0	0	0	0
85	1.00	50	0	0	0	0
86	1.00	50	0	0	0	0
87	1.00	50	0	0	0	0
88	1.00	50	0	0	0	0
89	1.00	50	0	0	0	0
90	1.00	50	0	0	0	0
91	1.00	50	0	0	0	0
92	1.00	50	0	0	0	0
93	1.00	50	0	0	0	0
94	1.00	50	0	0	0	0
95	1.00	50	0	0	0	0
96	1.00	50	0	0	0	0
97	1.00	50	0	0	0	0
98	1.00	50	0	0	0	0
99	1.00	50	0	0	0	0
100	1.00	50	0	0	0	0
101	1.00	50	0	0	0	0
102	1.00	50	0	0	0	0
103	1.00	50	0	0	0	0
104	1.00	50	0	0	0	0
105	1.00	50	0	0	0	0
106	1.00	50	0	0	0	0
107	1.00	50	0	0	0	0
108	1.00	50	0	0	0	0
109	1.00	50	0	0	0	0
110	1.00	50	0	0	0	0
111	1.00	50	0	0	0	0
112	1.00	50	0	0	0	0
113	1.00	50	0	0	0	0
114	1.00	50	0	0	0	0
115	1.00	50	0	0	0	0
116	1.00	50	0	0	0	0
117	1.00	50	0	0	0	0
118	1.00	50	0	0	0	0
119	1.00	50	0	0	0	0
120	1.00	50	0	0	0	0
121	1.00	50	0	0	0	0
122	1.00	50	0	0	0	0
123	1.00	50	0	0	0	0
124	1.00	50	0	0	0	0
125	1.00	50	0	0	0	0
126	1.00	50	0	0	0	0
127	1.00	50	0	0	0	0
128	1.00	50	0	0	0	0
129	1.00	50	0	0	0	0
130	1.00	50	0	0	0	0
131	1.00	50	0	0	0	0
132	1.00	50	0	0	0	0
133	1.00	50	0	0	0	0
134	1.00	50	0	0	0	0
135	1.00	50	0	0	0	0
136	1.00	50	0	0	0	0
137	1.00	50	0	0	0	0
138	1.00	50	0	0	0	0
139	1.00	50	0	0	0	0
140	1.00	50	0	0	0	0
141	1.00	50	0	0	0	0
142	1.00	50	0	0	0	0
143	1.00	50	0	0	0	0
144	1.00	50	0	0	0	0
145	1.00	50	0	0	0	0
146	1.00	50	0	0	0	0
147	1.00	50	0	0	0	0
148	1.00	50	0	0	0	0
149	1.00	50	0	0	0	0
150	1.00	50	0	0	0	0
151	1.00	50	0	0	0	0
152	1.00	50	0	0	0	0
153	1.00	50	0	0	0	0
154	1.00	50	0	0	0	0
155	1.00	50	0	0	0	0
156	1.00	50	0	0	0	0
157	1.00	50	0	0	0	0
158	1.00	50	0	0	0	0
159	1.00	50	0	0	0	0
160	1.00	50	0	0	0	0
161	1.00	50	0	0	0	0
162	1.00	50	0	0	0	0
163	1.00	50	0	0	0	0
164	1.00	50	0	0	0	0
165	1.00	50	0	0	0	0
166	1.00	50	0	0	0	0
167	1.00	50	0	0	0	0
168	1.00	50	0	0	0	0
169	1.00	50	0	0	0	0
170	1.00	50	0	0	0	0
171	1.00	50	0	0	0	0
172	1.00	50	0	0	0	0
173	1.00	50	0	0	0	0
174	1.00	50	0	0	0	0
175	1.00	50	0	0	0	0
176	1.00	50	0	0	0	0
177	1.00	50	0	0	0	0
178	1.00	50	0	0	0	0
179	1.00	50	0	0	0	0
180	1.00	50	0	0	0	0
181	1.00	50	0	0	0	0
182	1.00	50	0	0	0	0
183	1.00	50	0	0	0	0
184	1.00	50	0	0	0	0
185	1.00	50	0	0	0	0
186	1.00	50	0	0	0	0
187	1.00	50	0	0	0	0
188	1.00	50	0	0	0	0
189	1.00	50	0	0	0	0
190	1.00	50	0	0	0	0
191	1.00	50	0	0	0	0
192	1.00	50	0	0	0	0
193	1.00	50	0	0	0	0
194	1.00	50	0	0	0	0
195	1.00	50	0	0	0	0
196	1.00	50	0	0	0	0
197	1.00	50	0	0	0	0
198	1.00	50	0	0	0	0
199	1.00	50	0	0	0	0
200	1.00	50	0	0	0	0
201	1.00	50	0	0	0	0
202	1.00	50	0	0	0	0
203	1.00	50	0	0	0	0
204	1.00	50	0	0	0	0
205	1.00	50	0	0	0	0
206	1.00	50	0	0	0	0
207	1.00	50	0	0	0	0
208	1.00	50	0	0	0	0
209	1.00	50	0	0	0	0
210	1.00	50	0	0	0	0
211	1.00	50	0	0	0	0
212	1.00	50	0	0	0	0
213	1.00	50	0	0	0	0
214	1.00	50	0	0	0	0
215	1.00	50	0	0	0	0
216	1.00	50	0	0	0	0
217	1.00	50	0	0	0	0
218	1.00	50	0	0	0	0
219	1.00	50	0	0	0	0
220	1.00	50	0	0	0	0
221	1.00	50	0	0	0	0
222	1.00	50	0	0	0	0
223	1.00	50	0	0	0	0
224	1.00	50	0	0	0	0
225	1.00	50	0	0	0	0
226	1.00	50	0	0	0	0
227	1.00	50	0	0	0	0
228	1.00	50	0	0	0	0
229	1.00	50	0	0	0	0
230	1.00	50	0	0	0	0
231	1.00	50	0	0	0	0
232	1.00	50	0	0	0	0
233	1.00	50	0	0	0	0
234	1.00	50	0	0	0	0
235	1.00	50	0	0	0	0
236	1.00	50	0	0	0	0
237	1.00	50	0	0	0	0
238	1.00	50	0	0	0	0
239	1.00	50	0	0	0	0
240	1.00	50	0	0	0	0
241	1.00	50	0	0	0	0
242	1.00	50	0	0	0	0
243	1.00	50	0	0	0	0
244	1.00	50	0	0	0	0
245	1.00	50	0	0	0	0
246	1.00	50	0	0	0	0
247	1.00	50	0	0	0	0
248	1.00	50	0	0	0	0
249	1.00	50	0	0	0	0
250	1.00	50	0	0	0	0
251	1.00	50	0	0	0	0
252	1.00	50	0	0	0	0
253	1.00	50	0	0	0	0
254	1.00	50	0	0	0	0
255	1.00	50	0	0	0	0
256	1.00	50	0	0	0	0
257	1.00	50	0	0	0	0
258	1.00	50	0	0	0	0
259	1.00	50	0	0	0	0
260	1.00	50	0	0	0	0
261	1.00	50	0	0	0	0
262	1.00	50	0	0	0	0
263	1.00	50	0	0	0	0
264	1.00	50	0	0	0	0
265	1.00	50	0	0	0	0
266	1.00	50	0	0	0	0
267	1.00	50	0	0	0	0
268	1.00	50	0	0	0	0
269	1.00	50	0	0	0	0
270	1.00	50	0	0	0	0
271	1.00	50	0	0	0	0
272	1.00	50	0	0	0	0
273	1.00	50	0	0	0	0
274	0.98	49	0	0	0	1
275	0.98	49	0	0	0	1
276	0.98	49	0	0	0	1
277	0.98	49	0	0	0	1
278	0.98	49	0	0	0	1
279	0.98	49	0	0	0	1
280	0.98	49	0	0	0	1
281	0.98	49	0	0	0	1
282	0.98	49	0	0	0	1
283	0.98	49	0	0	0	1
284	0.98	49	0	0	0	1
285	0.98	49	0	0	0	1
286	0.98	49	0	0	0	1
287	0.98	49	0	0	0	1
288	0.98	49	0	0	0	1
289	0.98	49	0	0	0	1
290	0.98	49	0	0	0	1
291	0.98	49	0	0	0	1
292	0.98	49	0	0	0	1
293	0.98	49	0	0	0	1
294	0.98	49	0	0	0	1
